x,y,value
149,177,1.0
150,51,1.3
150,54,1.3
150,57,1.8
150,61,2.0
150,62,2.0
150,63,2.0
150,64,2.0
150,75,2.0
150,76,2.0
150,78,2.0
150,90,1.5
150,94,1.5
150,97,1.5
150,99,1.3
150,101,1.0
150,102,1.0
150,104,1.0
150,111,1.3
150,112,1.3
150,116,1.2
150,118,1.1
150,119,1.5
150,128,2.0
150,129,2.0
150,130,1.5
150,131,1.5
150,132,1.5
150,134,1.4
150,136,1.3
150,140,1.2
150,142,1.5
150,143,1.5
150,151,1.0
150,152,1.1
150,153,1.5
150,154,1.5
150,157,1.5
151,50,1.3
151,54,1.3
151,56,1.3
151,58,1.8
151,61,1.9
151,63,2.0
151,66,1.5
151,67,1.5
151,68,1.4
151,72,1.8
151,73,1.8
151,74,1.9
151,79,2.1
151,89,1.5
151,90,1.5
151,96,1.5
151,101,1.0
151,104,1.0
151,108,1.5
151,109,1.5
151,110,1.5
151,111,1.5
151,115,1.4
151,118,1.2
151,120,2.0
151,122,2.0
151,128,2.0
151,129,2.0
151,130,1.5
151,131,1.5
151,132,1.5
151,140,1.2
151,141,1.0
151,142,1.5
151,143,1.5
151,144,1.0
151,145,1.1
151,146,1.0
151,147,1.0
151,149,1.0
151,150,1.0
151,154,2.0
151,157,2.0
152,51,1.3
152,55,1.3
152,57,1.8
152,59,1.5
152,60,1.5
152,63,2.0
152,65,1.5
152,66,1.5
152,67,1.5
152,69,1.3
152,71,1.3
152,73,1.8
152,74,1.9
152,81,1.5
152,85,1.5
152,87,1.3
152,90,1.4
152,93,1.5
152,103,1.0
152,106,1.5
152,107,1.5
152,108,1.5
152,109,1.5
152,110,1.5
152,111,1.5
152,112,1.5
152,115,1.4
152,123,2.0
152,124,2.0
152,125,2.0
152,126,1.5
152,127,1.8
152,128,1.5
152,129,1.5
152,130,1.3
152,131,1.3
152,132,1.0
152,134,1.2
152,141,1.0
152,142,1.1
152,143,1.1
152,144,1.0
152,149,1.0
152,150,1.0
152,151,1.1
152,152,1.5
152,153,2.0
152,154,2.0
152,162,1.0
152,163,1.0
152,164,1.0
152,165,1.0
153,51,1.4
153,54,1.4
153,56,1.4
153,59,2.0
153,60,2.0
153,61,2.0
153,67,1.5
153,71,1.3
153,75,1.9
153,80,1.5
153,81,1.5
153,87,1.0
153,88,1.0
153,89,1.0
153,93,1.5
153,95,1.5
153,100,1.1
153,101,1.0
153,108,1.5
153,109,1.5
153,110,1.5
153,111,1.5
153,114,1.5
153,117,1.5
153,121,2.0
153,122,2.0
153,123,2.0
153,124,2.0
153,125,2.0
153,126,2.0
153,129,3.0
153,130,2.5
153,131,2.5
153,132,1.0
153,133,1.2
153,135,1.3
153,137,1.0
153,141,1.0
153,142,1.0
153,143,1.0
153,144,1.0
153,145,1.0
153,148,1.0
153,149,1.0
153,150,1.0
153,151,1.0
153,152,1.5
153,153,2.0
153,154,2.0
153,161,1.0
153,162,1.0
153,163,1.0
153,164,1.0
153,165,1.0
154,52,1.4
154,55,1.4
154,56,1.4
154,59,1.5
154,60,1.5
154,61,1.5
154,64,1.5
154,70,1.3
154,75,1.4
154,79,1.5
154,85,1.2
154,90,1.0
154,96,1.4
154,98,1.2
154,101,1.0
154,107,1.5
154,111,1.5
154,117,1.5
154,123,2.0
154,124,2.0
154,125,2.0
154,126,1.5
154,127,1.5
154,129,2.5
154,130,2.5
154,131,2.5
154,132,1.5
154,136,1.3
154,139,1.0
154,146,1.0
154,152,1.5
154,153,2.0
154,154,2.0
154,162,1.0
154,163,1.0
155,51,1.4
155,58,1.4
155,59,1.5
155,61,1.5
155,69,1.4
155,70,1.4
155,71,1.4
155,74,1.4
155,78,1.5
155,82,1.5
155,87,1.0
155,88,1.0
155,89,1.0
155,90,1.0
155,91,1.0
155,94,1.1
155,101,1.0
155,106,1.5
155,112,1.5
155,113,1.5
155,114,1.5
155,117,1.5
155,118,1.5
155,122,2.0
155,123,2.0
155,126,1.5
155,127,1.5
155,128,1.5
155,134,1.4
155,136,1.2
155,147,1.0
155,148,1.0
155,150,1.2
155,154,2.0
155,159,1.5
156,60,1.5
156,68,1.5
156,70,1.5
156,74,1.5
156,79,1.5
156,90,1.0
156,94,1.0
156,103,1.3
156,104,1.4
156,116,1.5
156,117,1.5
156,119,2.0
156,120,2.0
156,121,2.0
156,124,2.0
156,130,1.5
156,132,1.5
156,135,1.4
156,145,1.0
156,147,1.0
156,150,1.2
156,152,1.4
156,153,2.0
156,155,2.0
156,158,1.5
157,51,1.4
157,55,1.4
157,58,1.5
157,59,1.5
157,71,1.5
157,74,1.5
157,81,1.5
157,82,1.5
157,85,1.0
157,91,1.0
157,97,1.0
157,100,1.1
157,101,1.1
157,102,1.2
157,103,1.3
157,107,1.5
157,110,1.5
157,117,1.5
157,122,2.0
157,125,2.0
157,127,1.5
157,129,1.5
157,134,1.5
157,136,1.4
157,139,1.0
157,143,1.0
157,147,1.0
157,148,1.1
157,149,1.1
157,153,2.0
157,155,2.0
157,157,1.9
158,54,1.4
158,55,1.4
158,61,1.5
158,68,1.5
158,71,1.5
158,72,1.5
158,75,1.5
158,81,1.5
158,85,1.0
158,86,1.0
158,92,1.0
158,99,1.0
158,101,1.1
158,108,1.5
158,109,1.5
158,110,1.5
158,114,1.5
158,123,2.0
158,127,1.5
158,132,1.5
158,135,1.4
158,139,1.0
158,148,1.0
158,150,1.2
158,152,1.4
158,154,2.0
158,159,1.5
159,56,1.5
159,57,1.5
159,61,1.5
159,62,1.5
159,63,1.5
159,64,1.5
159,66,1.5
159,68,1.5
159,77,1.5
159,79,1.5
159,83,1.3
159,85,1.0
159,87,1.0
159,88,1.0
159,93,1.0
159,97,1.0
159,116,1.5
159,126,1.5
159,131,1.5
159,136,1.3
159,138,1.0
159,141,1.0
159,147,1.0
159,149,1.0
159,150,1.0
159,152,1.2
159,156,1.5
160,70,1.5
160,71,1.5
160,84,1.5
160,87,1.5
160,88,1.5
160,92,1.5
160,95,1.0
160,101,1.0
160,134,1.5
160,135,1.5
160,141,1.0
160,146,1.0
160,149,1.0
161,74,1.5
161,75,1.5
161,76,1.5
161,77,1.5
161,78,1.5
161,80,2.0
161,83,1.8
161,84,1.5
161,88,1.5
161,89,1.5
161,90,1.5
161,91,1.5
161,93,1.5
161,94,1.0
161,104,1.1
161,130,1.5
161,132,1.5
161,137,1.1
161,139,1.0
161,140,1.0
161,141,1.0
161,146,1.0
162,74,1.5
162,75,1.5
162,76,1.5
162,77,1.5
162,78,1.5
162,79,2.0
162,84,1.5
162,85,1.5
162,88,1.5
162,89,1.5
162,90,1.5
162,91,1.5
162,99,1.0
162,100,1.0
162,102,1.0
162,107,1.3
162,130,1.5
162,131,1.5
162,136,1.4
162,138,1.0
162,139,1.0
162,143,1.0
162,147,1.0
163,71,1.5
163,74,1.5
163,75,1.5
163,76,1.5
163,77,1.5
163,78,1.5
163,79,2.0
163,80,2.0
163,85,1.5
163,87,1.5
163,88,1.5
163,89,1.5
163,90,1.5
163,91,1.5
163,94,1.1
163,131,1.5
163,132,1.5
163,133,1.5
163,134,1.5
163,140,1.0
163,141,1.0
163,142,1.0
163,143,1.0
163,145,1.0
163,146,1.0
163,147,1.0
163,148,1.0
163,149,1.0
163,150,1.0
164,72,1.4
164,73,1.4
164,75,1.5
164,76,1.5
164,78,1.4
164,79,1.9
164,86,1.5
164,89,1.5
164,90,1.5
164,91,1.5
164,96,1.0
164,101,1.0
164,102,1.0
164,106,1.0
164,108,1.0
164,130,1.5
164,131,1.5
164,132,1.5
164,133,1.5
164,140,1.0
164,141,1.0
164,142,1.0
164,143,1.0
164,145,1.0
164,146,1.0
164,147,1.0
164,148,1.0
164,149,1.0
164,150,1.0
165,70,1.3
165,74,1.2
165,75,1.0
165,76,1.0
165,77,1.1
165,79,1.5
165,83,1.5
165,84,1.5
165,86,1.5
165,88,1.8
165,89,2.0
165,90,2.0
165,91,2.0
165,102,1.0
165,103,1.0
165,108,1.0
165,109,1.0
165,132,1.5
165,133,1.5
165,134,1.5
165,135,1.5
165,140,1.0
165,141,1.0
165,142,1.0
165,143,1.0
165,145,1.0
166,75,1.0
166,76,1.0
166,77,1.0
166,80,1.5
166,81,1.5
166,86,1.8
166,89,2.0
166,90,2.0
166,91,2.0
166,93,1.9
166,99,1.0
166,100,1.0
166,102,1.0
166,107,1.0
166,132,1.5
166,133,1.5
166,137,1.1
166,141,1.0
166,142,1.0
166,143,1.0
166,144,1.0
167,75,1.0
167,76,1.0
167,77,1.0
167,78,1.0
167,79,1.5
167,88,2.0
167,89,2.0
167,90,2.0
167,91,2.0
167,95,1.0
167,96,1.0
167,97,1.0
167,98,1.0
167,99,1.0
167,102,1.0
167,105,1.0
167,106,1.0
167,109,1.0
167,130,1.5
167,134,1.5
167,138,1.0
167,139,1.0
167,141,1.0
167,142,1.0
167,143,1.0
167,145,1.0
168,74,1.0
168,76,1.0
168,77,1.0
168,78,1.0
168,79,1.0
168,85,1.5
168,92,1.5
168,93,1.5
168,97,1.0
168,98,1.0
168,99,1.0
168,100,1.0
168,133,1.5
168,134,1.5
169,70,1.0
169,71,1.0
169,74,1.0
169,83,1.2
169,84,1.5
169,85,1.5
169,91,1.5
169,94,1.1
169,97,1.0
169,98,1.0
169,99,1.0
169,100,1.0
169,101,1.0
169,105,1.0
169,106,1.0
169,131,1.5
169,132,1.5
169,135,1.5
169,138,1.0
169,140,1.0
169,141,1.0
169,142,1.0
169,145,1.0
169,147,1.0
169,148,1.0
170,82,1.0
170,85,1.5
170,86,1.5
170,88,1.5
170,90,1.5
170,93,1.2
170,97,1.0
170,98,1.0
170,99,1.0
170,100,1.0
170,104,1.0
170,133,1.5
170,137,1.1
171,89,1.5
171,94,1.0
171,96,1.0
171,97,1.0
171,98,1.0
171,99,1.0
171,100,1.0
171,103,1.0
171,132,1.5
171,136,1.3
171,137,1.1
172,80,1.0
172,87,1.5
172,90,1.5
172,93,1.4
172,96,1.0
172,99,1.0
172,100,1.0
172,108,1.0
172,130,1.5
172,139,1.0
173,80,1.0
173,81,1.0
173,82,1.0
173,84,1.4
173,85,1.4
173,90,1.5
173,91,1.5
173,93,1.5
173,100,1.0
173,109,1.0
173,130,1.5
173,138,1.0
174,80,1.0
174,85,1.4
174,86,1.9
174,89,2.0
174,90,2.0
174,91,2.0
174,93,2.0
174,100,1.0
174,101,1.0
174,103,1.0
174,104,1.0
174,107,1.0
174,131,1.5
174,138,1.0
175,76,1.0
175,77,1.0
175,78,1.0
175,82,1.0
175,86,1.8
175,88,1.9
175,89,2.0
175,90,2.0
175,91,2.0
175,99,1.0
175,100,1.0
175,101,1.0
175,104,1.0
175,107,1.0
175,131,1.5
175,136,1.2
175,137,1.1
176,76,1.0
176,77,1.0
176,78,1.0
176,83,1.0
176,89,2.0
176,90,2.0
176,91,2.0
176,92,1.9
176,94,1.3
176,97,1.0
176,99,1.0
176,102,1.0
176,103,1.0
176,105,1.0
176,107,1.0
176,132,1.5
176,137,1.1
177,76,1.0
177,77,1.0
177,78,1.0
177,81,1.0
177,85,1.0
177,88,1.5
177,89,1.5
177,90,1.5
177,91,1.5
177,94,1.2
177,100,1.0
177,131,1.5
177,134,1.4
177,137,1.1
177,139,1.0
178,76,1.0
178,77,1.0
178,78,1.0
178,81,1.0
178,85,1.0
178,88,1.5
178,89,1.5
178,90,1.5
178,91,1.5
178,96,1.1
178,98,1.0
178,99,1.0
178,101,1.0
178,103,1.0
178,105,1.0
178,107,1.0
178,131,1.5
178,132,1.5
178,135,1.3
179,85,1.0
179,88,1.5
179,89,1.5
179,90,1.5
179,91,1.5
179,92,1.5
179,105,1.0
179,107,1.0
179,133,1.4
179,134,1.4
179,138,1.0
180,80,1.0
180,81,1.0
180,82,1.0
180,86,1.5
180,87,1.5
180,88,1.5
180,89,1.5
180,90,1.5
180,91,1.5
180,98,1.0
180,105,1.0
180,106,1.0
180,111,1.0
180,113,1.0
181,82,1.0
181,86,1.5
181,89,1.5
181,90,1.5
181,92,1.5
181,93,1.5
181,96,1.0
181,97,1.0
181,100,1.0
181,101,1.0
181,104,1.0
181,110,1.0
181,111,1.0
181,118,1.3
181,119,1.5
182,86,1.2
182,88,1.0
182,90,1.0
182,94,1.0
182,96,1.0
182,97,1.0
182,98,1.0
182,100,1.0
182,102,1.0
182,107,1.0
182,112,1.0
182,115,1.0
182,118,1.2
183,82,1.4
183,97,1.0
183,98,1.0
183,99,1.0
183,105,1.0
183,107,1.0
183,115,1.0
183,119,1.4
184,80,1.2
184,99,1.0
184,104,1.0
184,105,1.0
184,109,1.0
184,119,1.4
185,81,1.5
185,83,1.5
185,90,1.5
185,95,1.2
185,109,1.0
185,111,1.0
186,86,1.5
186,87,1.5
186,88,1.5
186,89,1.5
186,103,1.0
186,104,1.0
186,110,1.0
186,114,1.0
186,116,1.0
187,85,1.5
187,86,1.5
187,87,1.5
187,88,1.5
187,89,1.5
187,94,1.5
187,97,1.3
187,106,1.0
187,112,1.0
187,113,1.0
187,115,1.0
187,118,1.1
188,81,1.5
188,82,1.5
188,83,1.5
188,84,1.5
188,86,1.5
188,87,1.5
188,88,1.5
188,93,1.5
188,109,1.0
188,116,1.0
188,117,1.0
188,118,1.1
189,80,1.5
189,88,1.5
189,89,1.5
189,92,1.5
189,95,1.5
189,96,1.5
189,105,1.3
189,106,1.3
189,107,1.2
189,108,1.2
189,111,1.0
189,116,1.0
189,118,1.0
190,94,1.5
190,97,1.5
190,105,1.3
190,108,1.3
191,92,1.5
191,93,1.5
191,95,1.5
191,96,1.5
191,99,1.5
191,106,1.3
191,109,1.3
192,91,1.5
192,94,1.5
192,103,1.5
192,107,1.4
192,109,1.3
193,96,1.5
193,99,1.5
193,100,1.5
193,103,1.5
193,104,1.5
193,106,1.4
193,107,1.4
194,92,1.5
194,97,1.5
194,99,1.5
194,102,1.5
194,103,1.5
194,109,1.4
195,95,1.5
195,102,1.5
195,104,1.5
196,91,1.5
196,93,1.5
196,100,1.5
196,101,1.5
196,108,1.5
197,90,1.5
197,100,1.5
197,103,1.5
197,106,1.5
198,97,1.5
198,99,1.5
198,100,1.5
198,105,1.5
198,106,1.5
199,90,1.5
199,91,1.5
199,92,1.5
199,93,1.5
199,99,1.5
199,103,1.5
199,108,1.5
