x,y,value
0,100,1.0
0,102,1.0
0,104,1.0
0,105,1.0
1,105,1.0
1,108,1.0
2,100,1.0
2,102,1.0
2,105,1.0
2,108,1.0
3,99,1.0
3,100,1.0
3,101,1.0
3,104,1.0
4,99,1.0
4,100,1.0
4,101,1.0
4,106,1.0
4,107,1.0
5,99,1.0
5,100,1.0
5,101,1.0
5,102,1.0
5,109,1.0
6,99,1.0
6,100,1.0
6,101,1.0
6,102,1.0
6,103,1.0
6,104,1.0
7,99,1.0
7,100,1.0
7,101,1.0
7,103,1.0
7,104,1.0
7,105,1.0
8,99,1.0
8,100,1.0
8,101,1.0
9,99,1.0
9,100,1.0
9,101,1.0
9,102,1.0
9,104,1.0
9,107,1.0
9,109,1.0
10,105,1.0
10,107,1.0
10,109,1.0
10,110,1.0
10,111,1.0
11,109,1.0
11,110,1.0
11,111,1.0
12,88,1.0
12,89,1.0
12,102,1.0
12,104,1.0
12,106,1.0
13,91,1.0
13,92,1.0
13,93,1.0
13,102,1.0
13,103,1.0
13,104,1.0
13,105,1.0
14,91,1.0
14,92,1.0
14,93,1.0
14,102,1.0
14,107,1.0
15,91,1.0
15,92,1.0
15,93,1.0
16,85,1.0
16,86,1.0
16,87,1.0
16,88,1.0
16,101,1.0
16,103,1.0
16,106,1.0
17,81,1.0
17,82,1.0
17,83,1.0
17,85,1.0
17,86,1.0
17,87,1.0
17,88,1.0
17,104,1.0
17,105,1.0
18,81,1.0
18,82,1.0
18,83,1.0
18,85,1.0
18,86,1.0
18,87,1.0
18,100,1.0
18,104,1.0
18,106,1.0
19,81,1.0
19,82,1.0
19,83,1.0
19,85,1.0
19,86,1.0
19,87,1.0
19,100,1.0
19,104,1.0
19,105,1.0
19,107,1.0
19,109,1.1
19,125,1.0
20,70,1.0
20,76,1.0
20,79,1.0
20,80,1.0
20,81,1.0
20,82,1.0
20,83,1.0
20,84,1.0
20,85,1.0
20,86,1.0
20,87,1.0
20,90,1.0
20,91,1.0
20,92,1.0
20,93,1.0
20,94,1.0
20,96,1.0
20,103,1.0
20,104,1.0
20,105,1.5
20,113,1.5
20,117,1.5
20,119,1.5
20,121,1.5
20,124,1.5
20,125,1.5
20,126,1.5
20,127,1.5
20,128,1.5
21,70,1.0
21,73,1.0
21,75,1.0
21,80,1.0
21,87,1.0
21,90,1.0
21,91,1.0
21,92,1.0
21,105,1.5
21,116,1.5
21,118,1.5
21,123,1.5
21,124,1.5
22,70,1.0
22,75,1.0
22,77,1.0
22,85,1.0
22,89,1.0
22,90,1.0
22,91,1.0
22,92,1.0
22,95,1.0
22,96,1.0
22,103,1.0
22,104,1.0
22,107,1.5
22,113,1.5
22,121,1.5
22,128,1.8
22,129,1.9
23,75,1.0
23,76,1.0
23,90,1.0
23,91,1.0
23,92,1.0
23,103,1.0
23,104,1.0
23,106,1.5
23,107,1.5
23,116,1.5
23,118,1.5
23,122,1.9
23,123,1.9
23,124,1.9
24,70,1.0
24,71,1.0
24,72,1.0
24,74,1.0
24,75,1.0
24,76,1.0
24,77,1.0
24,78,1.0
24,79,1.0
24,80,1.0
24,84,1.0
24,85,1.0
24,89,1.0
24,93,1.0
24,96,1.0
24,100,1.0
24,102,1.0
24,103,1.0
24,109,1.5
24,110,1.5
24,111,1.5
24,118,1.5
24,123,2.0
25,70,1.0
25,72,1.0
25,73,1.0
25,77,1.0
25,78,1.0
25,79,1.0
25,80,1.0
25,82,1.0
25,84,1.0
25,86,1.0
25,88,1.0
25,90,1.0
25,91,1.0
25,94,1.0
25,98,1.0
25,100,1.0
25,101,1.0
25,102,1.0
25,103,1.0
25,104,1.0
25,105,1.5
25,108,1.5
25,109,1.5
25,110,1.5
25,111,1.5
25,114,1.5
25,117,1.5
25,118,1.5
25,119,1.5
25,120,1.5
25,122,2.0
25,123,2.0
25,124,2.0
25,125,2.0
25,126,2.0
26,72,1.0
26,76,1.0
26,77,1.0
26,79,1.0
26,80,1.0
26,82,1.0
26,90,1.0
26,91,1.0
26,94,1.0
26,97,1.0
26,100,1.0
26,101,1.0
26,102,1.0
26,105,1.5
26,110,1.5
26,111,1.5
26,112,2.0
26,113,1.5
26,114,1.5
26,117,1.5
26,118,1.5
26,119,1.5
26,121,1.8
26,123,2.0
26,124,2.0
26,125,2.0
26,128,2.0
26,129,2.0
26,130,2.0
27,68,1.0
27,69,1.0
27,70,1.5
27,71,1.5
27,72,1.5
27,74,1.5
27,78,1.5
27,82,1.5
27,84,1.5
27,88,1.0
27,89,1.0
27,90,1.0
27,91,1.5
27,99,1.0
27,100,1.0
27,101,1.0
27,102,1.0
27,107,1.5
27,108,1.5
27,109,1.5
27,111,1.5
27,112,2.0
27,117,1.5
27,118,2.0
27,119,2.0
27,120,1.8
27,121,1.9
27,123,2.0
27,124,2.0
27,125,2.0
27,126,2.0
27,128,2.0
27,129,2.0
27,130,2.0
28,68,1.0
28,69,1.0
28,70,1.5
28,71,1.5
28,72,1.5
28,73,1.5
28,86,1.0
28,88,1.0
28,89,1.0
28,90,1.0
28,91,1.5
28,92,1.5
28,93,1.5
28,94,1.5
28,95,1.5
28,99,1.0
28,101,1.0
28,107,1.5
28,108,1.5
28,109,1.5
28,110,1.5
28,111,1.5
28,112,1.5
28,117,1.5
28,118,2.0
28,119,2.0
28,123,2.0
28,124,2.0
28,125,2.0
28,126,1.9
28,127,1.5
28,128,1.5
28,129,1.5
28,130,1.5
29,68,1.0
29,69,1.0
29,70,1.5
29,71,1.5
29,72,1.5
29,75,1.5
29,79,1.5
29,80,1.5
29,81,1.5
29,82,1.5
29,87,1.0
29,88,1.0
29,89,1.0
29,90,1.0
29,91,1.5
29,92,1.5
29,94,1.5
29,96,1.5
29,107,1.5
29,108,1.5
29,109,1.5
29,110,1.5
29,111,1.5
29,112,1.5
29,114,1.5
29,116,1.5
29,119,1.9
29,124,2.0
29,127,1.5
29,128,1.5
29,129,1.5
29,130,1.5
30,62,1.0
30,68,1.0
30,69,1.0
30,70,1.5
30,71,1.5
30,72,1.5
30,73,1.5
30,74,1.5
30,77,1.5
30,81,1.5
30,84,1.5
30,85,1.0
30,91,1.5
30,92,1.5
30,94,1.5
30,99,1.0
30,105,1.5
30,108,1.5
30,110,1.5
30,111,1.5
30,112,1.5
30,117,1.8
30,120,1.9
30,122,2.0
31,64,1.0
31,70,1.5
31,72,1.5
31,73,1.5
31,75,1.5
31,79,1.5
31,83,1.5
31,89,1.0
31,91,1.5
31,98,1.5
31,100,1.2
31,103,1.5
31,109,1.5
31,115,1.5
31,116,1.8
31,119,1.9
31,120,1.9
31,124,2.0
31,128,1.5
32,65,1.0
32,66,1.0
32,67,1.0
32,76,1.5
32,77,1.5
32,79,1.5
32,82,1.5
32,85,1.0
32,89,1.0
32,103,1.5
32,105,1.9
32,107,1.5
32,108,1.5
32,114,1.5
32,115,1.5
32,127,1.5
33,64,1.0
33,65,1.0
33,67,1.0
33,71,1.5
33,74,1.5
33,78,1.5
33,81,1.5
33,83,1.5
33,88,1.0
33,90,1.0
33,97,1.5
33,106,1.5
33,108,1.5
33,113,1.5
33,119,1.5
33,121,1.5
33,122,1.5
33,127,1.5
33,128,1.5
34,62,1.0
34,65,1.0
34,67,1.0
34,80,1.5
34,81,1.5
34,82,1.5
34,83,1.5
34,95,1.5
34,100,2.1
34,103,2.8
34,110,1.5
34,118,1.5
34,119,1.5
34,127,3.5
35,63,1.0
35,64,1.0
35,65,1.0
35,66,1.0
35,68,1.0
35,69,1.0
35,70,1.5
35,75,1.5
35,78,1.5
35,82,1.5
35,83,1.5
35,85,1.5
35,89,1.5
35,91,1.5
35,97,1.0
35,98,1.5
35,99,1.5
35,102,3.0
35,103,3.0
35,104,3.0
35,105,1.5
35,106,1.0
35,107,1.0
35,109,1.0
35,110,1.0
35,111,1.0
35,124,1.0
35,125,3.5
35,127,3.5
35,128,3.5
36,61,1.0
36,63,1.0
36,64,1.0
36,65,1.0
36,66,1.0
36,68,1.0
36,69,1.0
36,72,1.5
36,74,1.5
36,75,1.5
36,77,2.1
36,80,1.5
36,82,1.5
36,84,1.5
36,85,1.5
36,86,1.5
36,87,1.5
36,88,1.5
36,93,1.0
36,94,1.0
36,95,1.0
36,97,1.0
36,98,1.5
36,99,1.5
36,100,1.9
36,102,3.0
36,103,3.0
36,104,3.0
36,105,1.5
36,106,1.0
36,107,1.0
36,108,1.0
36,109,1.0
36,110,1.0
36,111,1.0
36,114,1.0
36,119,1.0
36,120,1.0
36,121,1.0
36,124,1.0
36,125,3.5
36,126,3.5
37,60,1.0
37,63,1.0
37,64,1.0
37,65,1.0
37,67,1.0
37,68,1.0
37,69,1.0
37,72,1.5
37,79,1.5
37,83,1.5
37,84,1.5
37,85,1.5
37,86,1.5
37,87,1.5
37,88,1.5
37,89,1.5
37,96,1.0
37,97,1.0
37,98,1.5
37,99,1.5
37,100,1.5
37,104,1.9
37,105,1.5
37,106,1.0
37,107,1.0
37,110,1.0
37,111,1.0
37,112,1.0
37,113,1.0
37,115,1.0
37,117,1.0
37,119,1.0
37,120,1.0
37,121,1.0
37,124,1.0
37,125,3.5
37,129,3.5
38,60,1.0
38,68,1.0
38,69,1.0
38,72,1.5
38,77,2.8
38,78,2.8
38,83,1.5
38,86,1.5
38,87,1.5
38,88,1.5
38,92,1.0
38,94,1.0
38,96,1.0
38,97,1.0
38,98,1.5
38,99,1.5
38,104,1.5
38,105,1.5
38,106,1.5
38,107,1.5
38,109,1.0
38,110,1.0
38,111,1.0
38,119,1.0
38,120,1.0
38,121,1.0
38,124,1.0
38,125,1.5
38,129,3.5
39,60,1.0
39,64,1.0
39,65,1.0
39,66,1.0
39,69,1.0
39,75,2.1
39,86,1.5
39,87,1.5
39,88,1.5
39,89,1.5
39,90,1.5
39,91,1.5
39,99,1.5
39,101,1.5
39,102,1.9
39,105,1.5
39,106,1.5
39,107,1.5
39,109,1.0
39,110,1.0
39,111,1.0
39,114,1.0
39,117,1.1
39,121,1.1
39,123,1.0
39,124,1.0
39,129,3.9
40,56,1.0
40,61,1.0
40,62,1.0
40,66,1.0
40,70,1.5
40,79,3.0
40,88,1.5
40,89,1.5
40,90,1.5
40,91,1.5
40,95,1.0
40,98,1.5
40,99,1.5
40,101,1.5
40,103,1.5
40,107,1.5
40,108,1.5
40,109,1.0
40,110,1.0
40,111,1.0
40,114,1.0
40,117,1.2
40,119,1.0
40,120,1.0
40,121,1.2
40,123,1.2
40,127,3.5
40,129,3.8
40,131,4.0
40,132,5.0
40,133,5.0
40,134,5.0
40,135,5.0
40,139,5.0
41,56,1.0
41,57,1.0
41,59,1.0
41,63,1.0
41,76,2.8
41,82,1.5
41,85,1.5
41,89,1.8
41,93,1.5
41,98,1.5
41,99,1.5
41,108,1.5
41,109,1.5
41,113,1.5
41,118,1.9
41,119,2.0
41,120,2.0
41,121,2.0
41,124,1.5
41,125,3.5
41,126,3.5
41,131,4.0
41,132,5.0
41,133,5.0
42,52,1.0
42,53,1.0
42,56,1.0
42,58,1.0
42,62,1.0
42,67,1.0
42,68,1.0
42,69,1.0
42,70,1.5
42,71,1.5
42,72,1.5
42,73,1.9
42,74,2.8
42,77,3.0
42,78,3.0
42,83,1.1
42,87,1.8
42,88,2.0
42,89,2.0
42,90,2.0
42,92,1.8
42,98,1.5
42,102,1.5
42,109,1.5
42,116,1.9
42,117,1.9
42,118,1.9
42,119,2.0
42,120,2.0
42,121,2.0
42,126,3.5
42,127,3.6
42,129,3.5
42,130,3.5
42,131,4.0
42,132,5.0
42,133,5.0
42,134,5.0
42,135,5.0
42,136,5.0
43,53,1.0
43,54,1.0
43,59,1.0
43,60,1.0
43,61,1.0
43,63,1.0
43,64,1.0
43,65,1.0
43,69,1.0
43,70,1.5
43,71,1.5
43,73,1.9
43,74,1.5
43,75,3.0
43,76,3.0
43,77,3.0
43,79,3.0
43,80,1.5
43,87,1.9
43,88,2.0
43,89,2.0
43,90,2.0
43,93,1.8
43,94,1.9
43,95,1.8
43,97,1.5
43,101,1.5
43,106,1.8
43,110,2.0
43,111,2.0
43,112,1.9
43,115,2.0
43,116,1.9
43,118,2.0
43,119,2.0
43,120,2.0
43,121,2.0
43,125,3.5
43,126,3.7
43,130,1.5
43,131,3.5
43,132,3.5
43,139,3.9
44,51,1.1
44,55,1.0
44,56,1.0
44,58,1.0
44,59,1.0
44,60,1.0
44,61,1.0
44,63,1.0
44,64,1.0
44,68,1.0
44,69,1.0
44,70,1.5
44,71,1.5
44,72,1.5
44,74,3.0
44,75,3.0
44,76,3.0
44,77,3.0
44,79,2.9
44,83,1.4
44,87,1.9
44,88,2.0
44,89,2.0
44,90,2.0
44,91,1.9
44,95,1.9
44,97,1.8
44,98,1.5
44,99,1.5
44,100,1.8
44,101,1.8
44,102,1.5
44,103,1.8
44,104,1.8
44,107,1.9
44,109,1.8
44,110,2.0
44,111,2.0
44,121,1.5
44,124,1.5
44,130,3.5
44,131,3.5
44,132,3.5
44,136,3.5
45,55,1.0
45,56,1.0
45,59,1.0
45,60,1.0
45,61,1.0
45,63,1.0
45,64,1.0
45,65,1.0
45,68,1.0
45,69,1.0
45,74,3.0
45,75,3.0
45,76,3.0
45,77,3.0
45,89,2.0
45,91,1.9
45,92,1.9
45,97,2.0
45,98,2.0
45,99,2.0
45,101,1.8
45,102,2.0
45,103,2.0
45,104,2.0
45,105,2.0
45,106,2.0
45,108,1.5
45,109,1.5
45,110,1.5
45,111,1.5
45,112,1.5
45,117,1.5
45,119,1.5
45,120,1.5
45,121,1.5
45,122,1.5
45,124,1.5
45,128,5.0
45,129,5.0
45,131,3.5
45,132,3.5
45,137,3.5
45,139,3.5
46,53,1.1
46,58,1.0
46,59,1.0
46,60,1.0
46,61,1.0
46,68,1.0
46,69,1.0
46,75,2.8
46,76,2.2
46,77,2.8
46,81,1.5
46,82,1.5
46,84,2.0
46,86,2.0
46,87,2.0
46,88,2.0
46,89,2.0
46,90,2.0
46,91,1.9
46,92,1.9
46,94,1.9
46,97,2.0
46,98,2.0
46,99,2.0
46,102,1.5
46,103,1.5
46,104,1.5
46,105,2.0
46,106,2.0
46,109,1.5
46,110,1.5
46,111,1.5
46,117,1.5
46,118,1.5
46,119,1.5
46,120,1.5
46,121,1.5
46,122,1.5
46,123,1.5
46,124,1.5
46,128,5.0
46,129,5.0
46,130,2.5
46,131,2.5
46,132,2.5
46,133,1.5
46,139,3.5
47,50,1.0
47,54,1.1
47,57,1.0
47,59,1.0
47,60,1.0
47,61,1.0
47,68,1.0
47,69,1.0
47,70,1.5
47,72,1.5
47,75,2.2
47,79,1.5
47,86,2.0
47,87,2.0
47,88,2.0
47,89,2.0
47,90,2.0
47,91,2.0
47,92,1.9
47,95,2.0
47,97,2.0
47,98,2.0
47,99,1.5
47,100,1.5
47,102,1.5
47,103,1.5
47,104,1.5
47,105,2.0
47,106,2.0
47,108,1.5
47,109,1.5
47,110,1.5
47,111,1.5
47,117,1.5
47,119,1.5
47,120,1.5
47,121,1.5
47,124,1.5
47,125,3.5
47,129,2.5
47,130,2.5
47,131,2.5
47,132,2.5
47,133,1.5
47,136,3.5
47,139,3.5
48,55,1.1
48,56,1.2
48,59,1.0
48,60,1.0
48,61,1.0
48,62,1.0
48,66,1.0
48,68,1.0
48,69,1.0
48,70,1.5
48,71,1.5
48,72,1.5
48,78,1.5
48,86,2.0
48,87,2.0
48,88,2.0
48,89,2.0
48,90,2.0
48,91,2.0
48,92,2.0
48,96,2.0
48,97,2.0
48,98,2.0
48,99,1.5
48,105,1.8
48,109,1.5
48,110,1.5
48,111,1.5
48,112,1.5
48,118,1.5
48,119,1.5
48,120,1.5
48,121,1.5
48,129,2.5
48,130,2.5
48,131,2.5
48,132,2.5
48,133,1.5
48,136,3.5
49,51,1.0
49,52,1.0
49,57,1.2
49,59,1.0
49,60,1.0
49,61,1.0
49,65,1.0
49,68,1.0
49,69,1.0
49,70,1.0
49,75,1.5
49,86,2.0
49,87,2.0
49,88,2.0
49,89,2.0
49,90,2.0
49,92,2.0
49,95,2.0
49,107,1.8
49,117,1.5
49,123,1.0
49,124,1.0
49,126,3.1
49,135,1.5
49,136,1.5
50,41,1.0
50,42,1.0
50,48,1.0
50,54,1.0
50,55,1.1
50,56,1.5
50,59,1.0
50,60,1.0
50,61,1.0
50,66,1.0
50,69,1.0
50,70,1.0
50,71,1.0
50,72,1.0
50,74,1.2
50,77,1.5
50,78,1.5
50,80,1.5
50,88,2.0
50,93,2.0
50,95,2.0
50,96,1.9
50,99,1.8
50,101,1.5
50,102,1.5
50,107,1.5
50,109,1.5
50,112,1.5
50,115,1.5
50,116,1.5
50,117,1.5
50,120,1.0
50,122,1.0
50,135,1.8
50,136,1.5
50,138,1.9
50,144,1.5
50,145,1.5
50,146,1.5
50,147,1.5
50,148,1.5
51,41,1.0
51,45,1.0
51,47,1.0
51,48,1.0
51,54,1.0
51,55,1.0
51,56,1.5
51,57,1.3
51,59,1.0
51,60,1.0
51,61,1.0
51,65,1.0
51,66,1.0
51,74,1.1
51,81,1.5
51,83,1.5
51,88,2.0
51,102,1.5
51,104,1.5
51,106,1.9
51,110,1.5
51,113,1.8
51,116,1.5
51,117,1.5
51,120,1.0
51,129,2.0
51,130,2.0
51,131,1.9
51,132,1.9
51,133,1.8
51,135,1.8
51,136,1.8
51,140,2.0
51,143,1.5
51,145,1.5
51,146,1.5
51,147,1.5
52,40,1.0
52,42,1.0
52,50,1.0
52,54,1.0
52,55,1.0
52,56,1.5
52,57,1.3
52,59,1.0
52,60,1.0
52,61,1.0
52,64,1.0
52,67,1.0
52,71,1.0
52,77,1.5
52,79,1.5
52,80,1.5
52,83,1.5
52,84,2.0
52,87,2.0
52,89,2.0
52,91,1.9
52,92,1.9
52,96,1.5
52,97,1.5
52,98,1.5
52,99,1.5
52,102,1.5
52,103,1.5
52,115,1.5
52,119,1.5
52,127,1.9
52,133,1.8
52,134,1.8
52,138,2.0
52,139,2.0
52,143,1.5
52,145,1.5
53,53,1.0
53,54,1.0
53,55,1.0
53,56,1.5
53,64,1.0
53,70,1.0
53,71,1.0
53,72,1.5
53,77,2.0
53,89,2.0
53,91,1.9
53,92,1.8
53,103,1.5
53,104,1.9
53,109,2.0
53,110,2.0
53,111,1.5
53,112,1.5
53,122,1.4
53,138,2.0
53,140,2.0
54,42,1.0
54,46,1.0
54,47,1.0
54,54,1.0
54,55,1.0
54,56,2.0
54,58,1.8
54,61,1.5
54,65,1.0
54,73,1.5
54,82,1.3
54,84,1.9
54,87,2.0
54,88,2.0
54,89,2.0
54,90,2.0
54,93,1.8
54,97,1.5
54,98,1.5
54,102,1.5
54,108,1.9
54,109,2.0
54,110,2.0
54,111,2.0
54,112,2.0
54,115,1.5
54,120,3.5
54,125,3.5
54,129,1.8
54,131,2.0
54,133,1.9
54,134,1.9
54,140,2.0
54,141,2.0
54,142,2.0
54,143,1.5
54,144,1.5
54,145,2.1
54,149,3.5
54,150,1.5
54,151,1.5
54,152,1.5
55,43,1.0
55,45,1.0
55,46,1.0
55,52,1.0
55,54,1.0
55,55,1.0
55,56,1.5
55,59,1.5
55,67,1.0
55,70,1.5
55,77,2.1
55,84,1.8
55,87,2.0
55,88,2.0
55,89,2.0
55,90,2.0
55,91,1.5
55,94,1.5
55,95,1.5
55,97,1.5
55,98,1.5
55,101,1.5
55,103,1.5
55,104,1.5
55,105,1.8
55,107,1.9
55,109,1.5
55,110,1.5
55,111,1.5
55,112,1.5
55,113,1.5
55,116,1.8
55,119,3.5
55,120,3.5
55,127,1.5
55,132,2.0
55,134,2.0
55,139,2.0
55,140,2.0
55,141,2.0
55,142,2.0
55,143,1.5
55,144,3.0
55,145,3.0
55,149,1.5
55,150,1.5
55,151,1.5
55,152,1.5
56,42,1.0
56,43,1.0
56,45,1.0
56,46,1.0
56,47,1.0
56,49,1.0
56,50,1.0
56,54,1.0
56,55,1.0
56,56,1.5
56,58,1.5
56,62,1.5
56,64,1.1
56,67,1.0
56,69,1.0
56,71,1.5
56,87,2.0
56,88,2.0
56,89,2.0
56,90,2.0
56,91,1.8
56,97,1.5
56,98,1.5
56,104,1.8
56,108,2.0
56,109,2.0
56,110,2.0
56,111,2.0
56,119,3.5
56,120,3.5
56,121,2.5
56,122,2.5
56,123,1.5
56,125,3.5
56,127,1.5
56,129,1.9
56,140,2.0
56,141,2.0
56,142,2.0
56,144,3.0
56,145,3.0
56,148,4.0
56,149,4.0
56,150,4.0
56,151,2.5
56,152,2.5
56,153,2.5
56,154,2.0
56,155,2.0
57,42,1.0
57,43,1.0
57,45,1.0
57,46,1.0
57,47,1.0
57,58,1.5
57,62,1.5
57,63,1.5
57,67,1.0
57,70,1.5
57,71,1.5
57,73,1.5
57,81,1.0
57,82,1.0
57,86,1.5
57,87,1.5
57,88,1.5
57,89,1.8
57,90,1.5
57,97,2.0
57,98,2.0
57,99,2.0
57,100,2.0
57,101,2.0
57,103,1.8
57,108,2.0
57,109,2.0
57,110,2.0
57,111,2.0
57,112,1.9
57,113,1.8
57,117,1.8
57,118,1.8
57,120,3.5
57,121,2.5
57,122,2.5
57,123,2.5
57,124,3.5
57,125,3.5
57,144,3.0
57,145,3.0
57,148,4.0
57,149,4.0
57,150,4.0
57,151,2.5
57,152,2.5
57,153,2.5
57,154,2.0
57,155,2.0
58,40,1.0
58,45,1.0
58,46,1.0
58,50,1.0
58,51,1.0
58,53,1.0
58,57,1.5
58,61,1.8
58,63,1.5
58,65,1.0
58,66,1.0
58,70,1.5
58,72,1.5
58,75,1.9
58,76,1.9
58,82,1.0
58,83,1.1
58,86,1.5
58,87,1.5
58,88,1.5
58,89,1.5
58,90,1.5
58,95,1.9
58,97,2.0
58,98,2.0
58,99,2.0
58,101,1.9
58,107,1.5
58,108,2.0
58,109,2.0
58,110,2.0
58,111,2.0
58,113,1.8
58,120,3.5
58,121,3.5
58,122,2.5
58,123,2.5
58,124,3.5
58,125,3.5
58,128,1.9
58,132,2.0
58,133,2.0
58,134,2.0
58,135,2.0
58,139,1.5
58,141,1.5
58,143,2.0
58,148,4.0
58,149,4.0
58,150,4.0
58,151,2.5
58,152,2.5
58,153,2.5
58,154,2.0
58,155,1.5
59,40,1.0
59,42,1.0
59,49,1.0
59,51,1.0
59,52,1.0
59,60,1.9
59,66,1.0
59,67,1.0
59,74,1.5
59,86,1.5
59,87,1.5
59,88,1.5
59,89,1.5
59,90,1.5
59,91,1.5
59,97,2.0
59,98,2.0
59,99,2.0
59,103,1.5
59,105,1.5
59,107,1.5
59,108,2.0
59,109,1.5
59,110,1.5
59,111,1.5
59,115,1.5
59,116,1.5
59,120,3.5
59,121,3.5
59,122,2.5
59,123,2.5
59,124,1.5
59,125,1.5
59,127,1.5
59,128,1.9
59,129,2.0
59,130,2.0
59,131,2.0
59,132,2.0
59,133,2.0
59,138,1.5
59,140,1.5
59,141,1.5
59,142,1.5
59,144,2.8
59,147,3.8
59,148,4.0
59,149,4.0
59,150,4.0
59,153,2.5
59,154,2.0
60,20,1.0
60,31,1.0
60,33,1.0
60,34,1.0
60,41,1.0
60,42,1.0
60,43,1.0
60,44,1.0
60,53,1.0
60,58,2.0
60,59,2.0
60,60,2.0
60,62,1.5
60,63,1.5
60,74,1.5
60,75,1.5
60,76,1.9
60,77,2.1
60,80,2.8
60,84,1.5
60,85,1.5
60,86,2.0
60,87,1.5
60,88,1.5
60,89,1.5
60,90,1.5
60,91,1.5
60,97,2.0
60,98,2.0
60,99,2.0
60,100,1.5
60,107,1.5
60,108,2.0
60,109,1.5
60,110,1.5
60,111,1.5
60,113,1.5
60,115,1.5
60,120,1.5
60,121,1.5
60,122,1.5
60,123,1.5
60,124,2.5
60,125,2.5
60,126,1.5
60,127,1.5
60,129,2.0
60,130,2.0
60,131,2.0
60,132,2.0
60,133,2.0
60,140,1.5
60,141,1.5
60,142,1.5
60,145,3.0
60,146,3.5
60,149,3.7
60,150,3.6
60,152,3.5
60,153,3.5
60,154,2.0
60,156,1.9
61,22,1.0
61,27,1.0
61,30,1.0
61,37,1.0
61,39,1.0
61,41,1.0
61,42,1.0
61,43,1.0
61,46,1.0
61,47,1.0
61,51,1.0
61,54,1.0
61,56,1.5
61,57,1.5
61,58,2.0
61,59,2.0
61,60,2.0
61,61,1.5
61,62,1.5
61,63,1.5
61,74,1.5
61,78,1.5
61,81,1.9
61,85,1.5
61,86,2.0
61,87,1.5
61,88,1.5
61,89,1.5
61,90,1.5
61,91,1.5
61,94,1.9
61,97,2.0
61,98,2.0
61,99,2.0
61,100,1.5
61,105,1.5
61,106,1.5
61,109,1.5
61,110,1.5
61,111,1.5
61,112,1.5
61,113,1.5
61,124,2.5
61,125,3.5
61,126,1.5
61,127,1.5
61,129,2.0
61,130,2.0
61,131,2.0
61,132,2.0
61,133,2.0
61,136,1.8
61,138,1.5
61,140,1.5
61,141,1.5
61,142,1.5
61,145,3.5
61,146,3.6
61,149,3.5
61,150,3.5
61,153,2.5
61,154,2.0
61,156,1.9
62,21,1.0
62,22,1.0
62,43,1.0
62,45,1.0
62,47,1.0
62,49,1.0
62,54,1.0
62,56,1.5
62,57,1.5
62,58,2.0
62,59,2.0
62,60,2.0
62,61,1.5
62,62,1.5
62,63,1.5
62,64,1.0
62,74,1.5
62,75,1.5
62,76,1.5
62,77,3.0
62,78,2.5
62,83,1.5
62,85,1.5
62,86,1.5
62,87,1.5
62,91,1.5
62,95,1.9
62,97,1.5
62,98,1.5
62,99,1.5
62,102,1.5
62,107,1.5
62,110,1.5
62,111,1.5
62,112,1.5
62,113,1.5
62,114,1.5
62,117,1.5
62,120,3.5
62,122,1.5
62,123,1.5
62,124,3.5
62,128,1.2
62,130,1.5
62,131,1.5
62,132,2.0
62,133,1.5
62,137,1.9
62,138,1.9
62,140,3.5
62,141,1.5
62,142,3.5
62,143,3.5
62,148,3.5
62,152,3.5
62,153,3.5
62,154,2.0
63,21,1.0
63,24,1.0
63,29,1.0
63,31,1.0
63,33,1.0
63,36,1.0
63,39,1.0
63,43,1.0
63,45,1.0
63,46,1.0
63,48,1.0
63,54,1.0
63,56,1.5
63,57,1.5
63,58,2.0
63,59,2.0
63,60,2.0
63,61,1.5
63,62,1.5
63,63,1.5
63,67,1.0
63,69,1.0
63,72,1.5
63,75,1.5
63,76,1.5
63,77,3.0
63,78,2.5
63,79,3.0
63,81,2.1
63,84,1.5
63,90,1.5
63,94,2.1
63,97,1.5
63,98,1.5
63,99,1.5
63,105,1.5
63,108,1.5
63,109,1.5
63,110,2.0
63,111,2.0
63,112,2.0
63,115,1.5
63,117,1.5
63,119,3.5
63,120,3.5
63,122,3.5
63,123,3.5
63,124,3.5
63,127,1.2
63,129,1.4
63,131,1.5
63,132,2.0
63,133,1.5
63,135,1.5
63,136,1.5
63,139,3.5
63,140,3.5
63,141,3.5
63,142,3.5
63,143,3.5
63,147,3.5
63,149,3.5
63,152,3.5
63,153,1.5
63,154,1.5
63,155,1.5
63,156,1.8
64,24,1.0
64,25,1.0
64,32,1.0
64,33,1.0
64,35,1.0
64,36,1.0
64,38,1.0
64,42,1.0
64,49,1.0
64,55,1.0
64,56,1.5
64,57,1.5
64,58,1.5
64,59,1.5
64,60,1.5
64,61,1.5
64,62,1.5
64,63,1.5
64,65,1.0
64,68,1.0
64,72,1.5
64,75,1.5
64,76,1.5
64,77,3.0
64,78,2.5
64,83,1.5
64,86,1.5
64,91,1.5
64,92,1.4
64,96,3.0
64,97,3.0
64,98,3.0
64,99,3.0
64,100,1.9
64,102,1.5
64,103,1.5
64,104,1.5
64,105,1.5
64,109,1.5
64,110,2.0
64,111,2.0
64,112,2.0
64,120,3.5
64,122,3.5
64,123,3.5
64,124,3.5
64,126,1.5
64,131,1.5
64,132,2.0
64,133,1.5
64,137,2.1
64,140,3.5
64,141,3.5
64,142,3.5
64,143,3.5
64,145,3.5
64,147,3.5
